EmployeeNumber,Business_UNIT,Gender,JobLevel,JobRole,Department,Age,Hire_Year,Attrition_YEAR,Attrition,Year Last Promoted,MonthlyIncome,HourlyRate,DailyRate,MonthlyRate,PercentSalaryHike,PerformanceRating,BusinessTravel,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,MaritalStatus,NumCompaniesWorked,Over18,OverTime,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Year Last Promoted_ORIG,YearsWithCurrManager
163,BU1,Male,2,Sales Executive,Sales,31,2011,2018,Yes,2012,6172,76,249,20739,18,3,Travel_Rarely,6,4,Life Sciences,1,2,1,3,Married,4,Y,Yes,2,80,0,12,3,2,7,7,7,2001,7
164,BU1,Female,1,Data Scientist,Research & Development,26,2013,,No,2015,2368,46,841,23300,19,3,Travel_Rarely,6,3,Other,1,3,2,2,Married,1,Y,No,3,80,0,5,3,2,5,4,4,2000,3
165,BU1,Female,3,Senior Associate,Research & Development,58,1978,2017,Yes,2004,10312,94,147,3465,12,3,Travel_Rarely,23,4,Medical,1,4,3,4,Married,1,Y,No,4,80,1,40,3,2,40,10,15,2007,6
167,BU1,Male,1,Sales Representative,Sales,19,2018,2016,Yes,,1675,50,528,26820,19,3,Travel_Rarely,22,1,Marketing,1,4,3,3,Single,1,Y,Yes,4,80,0,0,2,2,0,0,0,,0
169,BU1,Male,1,Associate,Research & Development,22,2016,,No,2017,2523,100,594,19299,14,3,Travel_Rarely,2,1,Technical Degree,1,3,3,4,Married,0,Y,No,3,80,1,3,2,3,2,1,2,2005,1
170,BU1,Female,2,Associate Director,Research & Development,49,2003,,No,2014,6567,96,470,5549,14,3,Travel_Rarely,20,4,Medical,1,3,3,1,Married,1,Y,No,3,80,0,16,2,2,15,11,5,2005,11
171,BU1,Female,1,Data Scientist,Research & Development,43,2015,,No,2018,4739,72,957,16090,12,3,Travel_Frequently,28,3,Medical,1,2,4,3,Single,4,Y,No,4,80,0,18,2,3,3,2,1,2007,2
174,BU1,Female,3,Sales Executive,Sales,50,2016,,No,2017,9208,77,809,6645,11,3,Travel_Frequently,12,3,Marketing,1,3,3,4,Single,4,Y,No,4,80,0,16,3,3,2,2,2,2008,1
175,BU1,Female,2,Sales Executive,Sales,31,2016,2015,Yes,2017,4559,71,542,24788,11,3,Travel_Rarely,20,3,Life Sciences,1,2,1,3,Married,3,Y,Yes,3,80,1,4,2,3,2,2,2,2008,2
176,BU1,Male,3,Sales Executive,Sales,41,2009,,No,,8189,96,802,21196,13,3,Travel_Rarely,9,1,Life Sciences,1,3,3,3,Divorced,3,Y,Yes,3,80,1,12,2,3,9,7,0,,7
177,BU1,Female,1,Human Resources,Human Resources,26,2010,,No,2014,2942,61,1355,8916,23,4,Travel_Rarely,25,1,Life Sciences,1,3,3,3,Married,1,Y,No,4,80,1,8,3,3,8,7,5,1996,7
178,BU1,Male,2,Associate Director,Research & Development,36,2015,,No,,4941,84,216,2819,20,4,Travel_Rarely,6,2,Medical,1,2,3,2,Divorced,6,Y,No,4,80,2,7,0,3,3,2,0,,1
179,BU1,Male,3,Associate Director,Research & Development,51,2014,2018,Yes,,10650,53,1150,25150,15,3,Travel_Frequently,8,4,Life Sciences,1,1,1,4,Single,2,Y,No,4,80,0,18,2,3,4,2,0,,3
182,BU1,Female,2,Sales Executive,Sales,39,2003,,No,2014,5902,47,1329,14590,14,3,Travel_Rarely,4,4,Life Sciences,1,4,2,3,Married,4,Y,No,3,80,1,17,1,4,15,11,5,2005,9
183,BU1,Male,2,Sales Executive,Sales,25,2016,,No,2017,8639,41,959,24835,18,3,Travel_Rarely,28,3,Life Sciences,1,1,2,3,Married,2,Y,No,4,80,0,6,3,3,2,2,2,2001,2
184,BU1,Male,2,Human Resources,Human Resources,30,2007,,No,2015,6347,48,1240,13982,19,3,Travel_Rarely,9,3,Human Resources,1,3,3,4,Married,0,Y,Yes,4,80,0,12,2,1,11,9,4,2000,7
190,BU1,Female,1,Associate,Research & Development,32,2013,2017,Yes,,4200,41,1033,10224,22,4,Travel_Rarely,9,3,Medical,1,1,3,1,Single,7,Y,No,1,80,0,10,2,4,5,4,0,,4
192,BU1,Male,1,Data Scientist,Research & Development,45,2012,,No,,3452,83,1316,9752,13,3,Travel_Rarely,29,3,Medical,1,3,3,4,Single,5,Y,No,2,80,0,9,2,2,6,5,0,,3
193,BU1,Female,2,Data Scientist,Research & Development,38,2015,,No,2017,4317,32,364,2302,20,4,Travel_Rarely,3,5,Technical Degree,1,4,3,3,Single,3,Y,Yes,2,80,0,19,2,3,3,2,2,1999,2
194,BU1,Female,1,Data Scientist,Research & Development,30,2013,,No,,2632,75,438,23910,14,3,Travel_Rarely,18,3,Life Sciences,1,1,3,3,Single,1,Y,No,3,80,0,5,4,2,5,4,0,,4
195,BU1,Male,2,Sales Executive,Sales,32,2010,,No,,4668,35,689,22812,17,3,Travel_Frequently,9,2,Medical,1,4,1,4,Divorced,0,Y,No,4,80,3,9,2,4,8,7,0,,7
197,BU1,Female,1,Data Scientist,Research & Development,30,2015,,No,2017,3204,84,201,10415,14,3,Travel_Rarely,5,3,Technical Degree,1,4,3,1,Divorced,5,Y,No,4,80,1,8,3,3,3,2,2,2005,2
198,BU1,Male,1,Associate,Research & Development,30,2013,,No,2018,2720,35,1427,11162,13,3,Travel_Rarely,2,1,Medical,1,2,2,4,Single,0,Y,No,4,80,0,6,3,3,5,3,1,2006,2
199,BU1,Male,4,Manager,Research & Development,41,2011,,No,2012,17181,91,857,12888,13,3,Travel_Frequently,10,3,Life Sciences,1,4,2,1,Divorced,4,Y,No,2,80,1,21,2,2,7,6,7,2006,7
200,BU1,Male,1,Associate,Research & Development,41,2013,,No,2018,2238,94,933,6961,21,4,Travel_Rarely,9,4,Life Sciences,1,3,3,1,Married,2,Y,No,4,80,1,7,2,3,5,0,1,1998,4
201,BU1,Female,1,Associate,Research & Development,19,2017,,No,,1483,79,1181,16102,14,3,Travel_Rarely,3,1,Medical,1,2,3,2,Single,1,Y,No,4,80,0,1,3,3,1,0,0,,0
202,BU1,Female,2,Data Scientist,Research & Development,40,1998,,No,2017,5605,54,1395,8504,11,3,Travel_Frequently,26,3,Medical,1,2,3,2,Divorced,1,Y,No,1,80,1,20,2,3,20,7,2,2008,13
204,BU1,Male,3,Sales Executive,Sales,35,2008,,No,,7295,94,662,11439,13,3,Travel_Rarely,1,5,Marketing,1,3,3,2,Married,1,Y,No,1,80,2,10,3,3,10,8,0,,6
205,BU1,Male,2,Sales Representative,Sales,53,2011,,No,2015,2306,34,1436,16047,20,4,Travel_Rarely,6,2,Marketing,1,2,3,3,Married,2,Y,Yes,4,80,1,13,3,1,7,7,4,1999,5
206,BU1,Male,2,Associate,Research & Development,45,2001,,No,,2348,60,194,10901,18,3,Travel_Rarely,9,3,Life Sciences,1,2,3,2,Divorced,8,Y,No,3,80,1,20,2,1,17,9,0,,15
207,BU1,Female,3,Sales Executive,Sales,32,2009,,No,2016,8998,43,967,15589,14,3,Travel_Frequently,8,3,Marketing,1,2,3,4,Single,1,Y,No,4,80,0,9,2,3,9,8,3,2005,7
208,BU1,Male,2,Associate Director,Research & Development,29,2008,,No,,4319,41,1496,26283,13,3,Non-Travel,1,1,Technical Degree,1,4,3,3,Married,1,Y,No,1,80,1,10,1,3,10,7,0,,9
211,BU1,Male,2,Associate Director,Research & Development,51,2017,,No,,6132,34,1169,13983,17,3,Travel_Rarely,7,4,Medical,1,2,2,3,Married,2,Y,No,3,80,0,10,2,3,1,0,0,,0
214,BU1,Female,1,Data Scientist,Research & Development,58,2017,,No,,3346,75,1145,11873,20,4,Travel_Rarely,9,3,Medical,1,2,2,2,Married,4,Y,Yes,2,80,1,9,3,2,1,0,0,,0
215,BU1,Male,3,Sales Executive,Sales,40,2006,,No,2017,10855,67,630,8552,11,3,Travel_Rarely,4,4,Marketing,1,3,2,4,Married,7,Y,No,1,80,1,15,2,2,12,11,2,2008,11
216,BU1,Female,1,Sales Representative,Sales,34,2014,,No,2018,2231,75,303,11314,18,3,Travel_Frequently,2,4,Marketing,1,3,3,3,Married,6,Y,No,4,80,1,6,3,3,4,3,1,2001,2
217,BU1,Male,1,Data Scientist,Research & Development,22,2016,,No,2017,2323,80,1256,11992,24,4,Travel_Rarely,19,1,Medical,1,3,3,4,Married,1,Y,No,1,80,2,2,6,3,2,2,2,1995,2
218,BU1,Male,1,Data Scientist,Research & Development,27,2016,,No,2017,2024,57,691,5970,18,3,Non-Travel,9,3,Medical,1,4,3,2,Divorced,6,Y,No,4,80,1,6,1,1,2,2,2,2001,2
221,BU1,Male,1,Data Scientist,Research & Development,28,2013,,No,,2713,42,440,6672,11,3,Travel_Rarely,21,3,Medical,1,3,3,4,Married,1,Y,No,3,80,1,5,2,1,5,2,0,,2
223,BU1,Male,3,Senior Associate,Research & Development,57,2013,,No,2018,9439,83,334,23402,16,3,Travel_Rarely,24,2,Life Sciences,1,3,4,4,Divorced,3,Y,Yes,2,80,1,12,2,1,5,3,1,2003,4
224,BU1,Male,1,Data Scientist,Research & Development,27,2017,,No,,2566,79,1450,25326,15,3,Non-Travel,3,3,Medical,1,3,2,3,Divorced,1,Y,Yes,4,80,1,1,2,2,1,1,0,,1
226,BU1,Female,5,Manager,Research & Development,50,2013,,No,2015,19926,53,1452,17053,15,3,Travel_Rarely,11,3,Life Sciences,1,3,3,2,Single,3,Y,No,2,80,0,21,5,3,5,4,4,2004,4
227,BU1,Male,1,Data Scientist,Research & Development,41,2009,,No,2018,2451,56,465,4609,12,3,Travel_Rarely,14,3,Life Sciences,1,1,3,3,Divorced,4,Y,No,1,80,1,13,2,3,9,8,1,2007,8
228,BU1,Female,3,Sales Executive,Sales,30,2008,,No,2012,9419,41,1339,8053,12,3,Travel_Rarely,5,3,Life Sciences,1,2,3,4,Married,2,Y,No,3,80,1,12,2,3,10,9,7,2007,4
230,BU1,Female,2,Sales Executive,Sales,38,2010,,No,,8686,59,702,12930,22,4,Travel_Rarely,1,4,Life Sciences,1,1,2,4,Single,4,Y,No,3,80,0,12,2,4,8,3,0,,7
231,BU1,Male,1,Data Scientist,Research & Development,32,2013,,No,2018,3038,43,120,12430,20,4,Travel_Rarely,6,5,Life Sciences,1,3,3,3,Single,3,Y,No,1,80,0,8,2,3,5,4,1,1999,4
233,BU1,Male,1,Data Scientist,Research & Development,27,2013,,No,2018,3058,51,1157,13364,16,3,Travel_Rarely,17,3,Technical Degree,1,3,3,2,Married,0,Y,Yes,4,80,1,6,3,2,5,2,1,2003,1
235,BU1,Female,1,Sales Representative,Sales,19,2018,2016,Yes,,2325,100,602,20989,21,4,Travel_Frequently,1,1,Technical Degree,1,3,1,1,Single,0,Y,No,1,80,0,1,5,4,0,0,0,,0
238,BU1,Male,1,Associate,Research & Development,36,2010,,No,2012,2088,30,1480,15062,12,3,Travel_Frequently,3,2,Medical,1,4,3,2,Single,4,Y,No,3,80,0,13,3,2,8,7,7,2007,2
239,BU1,Male,2,Associate,Research & Development,30,2006,,No,2013,3072,66,111,11012,11,3,Non-Travel,9,3,Medical,1,3,3,1,Divorced,1,Y,No,3,80,2,12,4,3,12,9,6,2008,10
240,BU1,Female,2,Sales Executive,Sales,45,2013,,No,,5006,30,1268,6319,11,3,Travel_Rarely,4,2,Life Sciences,1,3,3,1,Divorced,4,Y,Yes,1,80,1,9,3,4,5,4,0,,3
241,BU1,Female,1,Data Scientist,Research & Development,56,2016,,No,2017,4257,67,713,13939,18,3,Travel_Rarely,8,3,Life Sciences,1,3,3,1,Divorced,4,Y,Yes,3,80,1,19,3,3,2,2,2,2001,2
242,BU1,Male,1,Data Scientist,Research & Development,33,2015,,No,,2500,90,134,10515,14,3,Travel_Rarely,2,3,Life Sciences,1,3,3,4,Single,0,Y,No,1,80,0,4,2,4,3,1,0,,2
243,BU1,Male,1,Associate,Research & Development,19,2017,2015,Yes,2018,1102,47,303,9241,22,4,Travel_Rarely,2,3,Life Sciences,1,2,2,4,Single,1,Y,No,3,80,0,1,3,2,1,0,1,1997,0
244,BU1,Female,3,Sales Executive,Sales,46,1994,,No,2004,10453,92,526,2137,25,4,Travel_Rarely,1,2,Marketing,1,2,3,1,Divorced,1,Y,No,3,80,3,24,2,3,24,13,15,1994,7
245,BU1,Female,1,Associate,Research & Development,38,2016,,No,2017,2288,75,1380,6319,12,3,Travel_Rarely,9,2,Life Sciences,1,3,3,4,Single,1,Y,No,3,80,0,2,3,3,2,2,2,2007,1
246,BU1,Female,1,Data Scientist,Research & Development,31,2014,,No,,3929,95,140,6984,23,4,Travel_Rarely,12,1,Medical,1,3,3,4,Married,8,Y,Yes,3,80,1,7,0,3,4,2,0,,2
247,BU1,Female,1,Data Scientist,Research & Development,34,2015,,No,2018,2311,95,629,5711,15,3,Travel_Rarely,27,2,Medical,1,4,3,2,Single,2,Y,No,4,80,0,9,3,3,3,2,1,2004,2
248,BU1,Female,1,Sales Representative,Sales,41,2014,2018,Yes,,3140,70,1356,21728,22,4,Travel_Rarely,20,2,Marketing,1,2,3,2,Single,1,Y,Yes,4,80,0,4,5,2,4,3,0,,2
249,BU1,Male,1,Associate,Research & Development,50,2015,,No,,3690,86,328,3425,15,3,Travel_Rarely,1,3,Medical,1,3,2,3,Married,2,Y,No,4,80,1,5,2,2,3,2,0,,2
250,BU1,Female,2,Associate Director,Research & Development,53,2014,,No,2018,4450,57,1084,26250,11,3,Travel_Rarely,13,2,Medical,1,4,4,1,Divorced,1,Y,No,3,80,2,5,3,3,4,2,1,2008,3
252,BU1,Female,1,Data Scientist,Research & Development,33,2010,,No,2018,2756,72,931,4673,13,3,Travel_Rarely,14,3,Medical,1,4,3,2,Married,1,Y,No,4,80,1,8,5,3,8,7,1,2006,6
253,BU1,Female,5,Manager,Research & Development,40,1998,,No,2010,19033,46,989,6499,14,3,Travel_Rarely,4,1,Medical,1,4,3,3,Married,1,Y,No,2,80,1,21,2,3,20,8,9,2005,9
254,BU1,Male,5,Director,Research & Development,55,1994,,No,2017,18722,61,692,13339,11,3,Travel_Rarely,14,4,Medical,1,3,4,2,Single,8,Y,No,4,80,0,36,3,3,24,15,2,2008,15
256,BU1,Male,2,Associate Director,Research & Development,34,2008,,No,2018,9547,45,1069,14074,17,3,Travel_Frequently,2,1,Life Sciences,1,4,2,3,Married,1,Y,No,3,80,0,10,2,2,10,9,1,2002,9
258,BU1,Female,4,Senior Associate,Research & Development,51,2011,,No,2018,13734,98,313,7192,18,3,Travel_Rarely,3,3,Medical,1,4,3,2,Single,3,Y,No,3,80,0,21,6,3,7,7,1,2001,0
259,BU1,Male,5,Manager,Research & Development,52,1985,,No,2008,19999,65,699,5678,14,3,Travel_Rarely,1,4,Life Sciences,1,3,2,3,Married,0,Y,No,1,80,1,34,5,3,33,18,11,2005,9
260,BU1,Female,1,Data Scientist,Research & Development,27,2011,,No,,2279,99,894,11781,16,3,Travel_Rarely,9,3,Medical,1,4,3,2,Single,1,Y,No,4,80,0,7,2,2,7,7,0,,3
261,BU1,Male,2,Associate Director,Research & Development,35,2017,2017,Yes,,5916,50,556,15497,13,3,Travel_Rarely,23,2,Life Sciences,1,2,2,3,Married,3,Y,Yes,1,80,0,8,1,3,1,0,0,,1
262,BU1,Male,1,Data Scientist,Research & Development,43,2013,,No,2017,2089,37,1344,5228,14,3,Non-Travel,7,3,Medical,1,4,4,4,Divorced,4,Y,No,4,80,3,7,3,4,5,4,2,2005,2
264,BU1,Male,4,Manager,Research & Development,45,1998,,No,2008,16792,65,1195,20462,23,4,Non-Travel,2,2,Medical,1,1,2,4,Married,9,Y,No,4,80,1,22,1,3,20,8,11,1996,8
267,BU1,Male,1,Data Scientist,Research & Development,37,2010,,No,2018,3564,65,290,22977,12,3,Travel_Rarely,21,3,Life Sciences,1,2,4,1,Married,1,Y,Yes,1,80,1,8,3,2,8,7,1,2007,7
269,BU1,Female,2,Associate,Research & Development,35,2012,,No,2018,4425,37,138,15986,11,3,Travel_Frequently,2,3,Medical,1,2,3,2,Single,5,Y,No,4,80,0,10,5,3,6,2,1,2008,2
270,BU1,Female,2,Associate Director,Research & Development,42,2013,,No,,5265,36,926,16439,16,3,Non-Travel,21,2,Medical,1,3,3,3,Divorced,2,Y,No,2,80,1,11,5,3,5,3,0,,2
271,BU1,Male,2,Associate Director,Research & Development,38,2017,,No,,6553,88,1261,7259,14,3,Travel_Rarely,2,4,Life Sciences,1,4,3,3,Married,9,Y,No,2,80,0,14,3,3,1,0,0,,0
273,BU2,Male,2,Associate Director,Research & Development,38,2011,,No,2018,6261,54,1084,4185,18,3,Travel_Rarely,29,3,Technical Degree,1,4,3,4,Married,3,Y,No,1,80,1,9,3,1,7,7,1,2001,7
274,BU2,Male,2,Associate Director,Research & Development,27,2016,,No,2017,4298,60,472,9679,19,3,Travel_Frequently,1,1,Technical Degree,1,3,2,1,Married,5,Y,No,3,80,1,6,1,3,2,2,2,2000,0
275,BU2,Male,2,Associate Director,Research & Development,49,2011,,No,2018,6804,92,1002,23793,15,3,Non-Travel,18,4,Life Sciences,1,4,3,4,Divorced,1,Y,Yes,1,80,2,7,0,3,7,7,1,2004,7
277,BU2,Male,1,Data Scientist,Research & Development,34,2013,,No,2017,3815,43,878,5972,17,3,Travel_Frequently,10,4,Medical,1,4,3,3,Divorced,1,Y,Yes,4,80,1,5,4,4,5,3,2,2002,0
281,BU2,Male,2,Associate,Research & Development,40,2011,,No,2016,2741,99,905,16523,15,3,Travel_Rarely,19,2,Medical,1,3,3,4,Married,8,Y,Yes,3,80,1,15,2,4,7,2,3,2004,7
282,BU2,Male,2,Senior Associate,Research & Development,38,2017,2016,Yes,,6673,70,1180,11354,19,3,Travel_Rarely,29,1,Medical,1,2,3,1,Married,7,Y,Yes,2,80,0,17,2,3,1,0,0,,0
283,BU2,Female,3,Sales Executive,Sales,29,2008,2015,Yes,2018,7639,35,121,24525,22,4,Travel_Rarely,27,3,Marketing,1,2,3,4,Married,1,Y,No,4,80,3,10,3,2,10,4,1,1997,9
284,BU2,Male,1,Data Scientist,Research & Development,22,2014,,No,2017,2328,60,1136,12392,16,3,Travel_Rarely,5,3,Life Sciences,1,4,4,2,Divorced,1,Y,Yes,1,80,1,4,2,2,4,2,2,2003,2
286,BU2,Female,1,Associate,Research & Development,36,2010,,No,2018,2153,73,635,7703,13,3,Travel_Frequently,18,1,Medical,1,2,3,4,Single,1,Y,No,1,80,0,8,2,3,8,1,1,2006,7
287,BU2,Male,2,Senior Associate,Research & Development,40,2015,,No,,4876,63,1151,14242,14,3,Non-Travel,9,5,Life Sciences,1,4,2,4,Married,9,Y,No,4,80,1,5,5,1,3,2,0,,2
288,BU2,Male,3,Senior Associate,Research & Development,46,2014,,No,,9396,97,644,12368,16,3,Travel_Rarely,1,4,Medical,1,4,3,1,Divorced,7,Y,No,3,80,1,17,3,3,4,2,0,,3
291,BU2,Male,3,Sales Executive,Sales,32,2004,2018,Yes,2010,10400,32,1045,25812,11,3,Travel_Rarely,4,4,Medical,1,4,1,4,Married,1,Y,No,3,80,0,14,2,2,14,8,9,2008,8
292,BU2,Male,3,Associate Director,Research & Development,30,2007,,No,2014,8474,88,829,20925,22,4,Non-Travel,1,1,Life Sciences,1,3,2,3,Single,1,Y,No,3,80,0,12,2,3,11,8,5,1997,8
293,BU2,Female,2,Sales Executive,Sales,27,2011,,No,,9981,90,1242,12916,14,3,Travel_Frequently,20,3,Life Sciences,1,4,3,3,Single,1,Y,No,4,80,0,7,2,3,7,7,0,,7
296,BU2,Male,3,Director,Research & Development,51,2008,,No,2015,12490,81,1469,15736,16,3,Travel_Rarely,8,4,Life Sciences,1,2,2,2,Married,5,Y,No,4,80,2,16,5,1,10,9,4,2003,7
297,BU2,Female,1,Data Scientist,Research & Development,30,2013,2017,Yes,,2657,88,1005,8556,11,3,Travel_Rarely,3,3,Technical Degree,1,4,3,1,Single,5,Y,Yes,3,80,0,8,5,3,5,2,0,,4
298,BU2,Female,3,Manager,Sales,41,2017,,No,,13591,75,896,14674,18,3,Travel_Rarely,6,3,Life Sciences,1,4,3,4,Single,3,Y,Yes,3,80,0,16,3,3,1,0,0,,0
299,BU2,Female,2,Sales Executive,Sales,30,2012,2016,Yes,,6696,52,334,22967,15,3,Travel_Frequently,26,4,Marketing,1,3,2,1,Single,5,Y,No,3,80,0,9,5,2,6,3,0,,1
300,BU2,Male,1,Data Scientist,Research & Development,29,2012,2015,Yes,2018,2058,85,992,19757,14,3,Travel_Rarely,1,3,Technical Degree,1,3,3,3,Single,0,Y,No,4,80,0,7,1,2,6,2,1,2005,5
302,BU2,Female,3,Sales Executive,Sales,45,1999,,No,2007,8865,57,1052,16840,12,3,Non-Travel,6,3,Medical,1,4,2,4,Single,6,Y,No,4,80,0,23,2,3,19,7,12,2007,8
303,BU2,Female,2,Sales Executive,Sales,54,2012,,No,,5940,52,1147,17011,14,3,Travel_Rarely,3,3,Marketing,1,4,3,1,Married,2,Y,No,4,80,1,16,4,3,6,2,0,,5
304,BU2,Male,2,Associate,Research & Development,36,2005,,No,2016,5914,62,1396,9945,16,3,Travel_Rarely,5,2,Life Sciences,1,4,3,2,Single,8,Y,No,4,80,0,16,3,4,13,11,3,2003,7
305,BU2,Female,1,Data Scientist,Research & Development,33,2015,,No,2018,2622,47,147,13248,21,4,Travel_Rarely,4,4,Medical,1,3,2,2,Married,6,Y,No,4,80,0,7,3,3,3,2,1,1998,1
306,BU2,Male,3,Director,Research & Development,37,2008,,No,,12185,47,663,10056,14,3,Travel_Frequently,11,3,Other,1,2,3,4,Divorced,1,Y,Yes,3,80,3,10,1,3,10,8,0,,7
307,BU2,Male,3,Sales Executive,Sales,38,2002,,No,2014,10609,76,119,9647,12,3,Travel_Rarely,3,3,Life Sciences,1,1,3,3,Divorced,0,Y,No,3,80,2,17,6,2,16,10,5,2007,13
308,BU2,Male,2,Associate Director,Research & Development,31,2013,,No,2018,4345,90,979,4381,12,3,Non-Travel,1,4,Medical,1,3,1,3,Married,0,Y,No,4,80,1,6,2,3,5,4,1,2007,4
309,BU2,Male,1,Data Scientist,Research & Development,59,2017,,No,,2177,70,142,8456,17,3,Travel_Rarely,3,3,Life Sciences,1,3,2,4,Married,3,Y,No,1,80,1,7,6,3,1,0,0,,0
311,BU2,Male,1,Sales Representative,Sales,37,2009,,No,2014,2793,41,319,2539,17,3,Travel_Frequently,4,4,Marketing,1,1,3,4,Divorced,4,Y,No,3,80,1,13,2,3,9,8,5,2002,8
312,BU2,Female,3,Sales Executive,Sales,29,2007,,No,2015,7918,42,1413,6599,14,3,Travel_Frequently,1,1,Medical,1,2,3,4,Married,1,Y,No,4,80,1,11,5,3,11,10,4,2005,1
314,BU2,Female,3,Sales Executive,Sales,35,2008,,No,,8789,92,944,9096,14,3,Travel_Frequently,1,3,Marketing,1,3,3,3,Single,1,Y,No,1,80,0,10,3,4,10,7,0,,8
315,BU2,Male,1,Data Scientist,Research & Development,29,2014,2018,Yes,,2389,86,896,14961,13,3,Travel_Rarely,18,1,Medical,1,3,2,4,Single,1,Y,Yes,3,80,0,4,3,2,4,3,0,,1
316,BU2,Female,1,Associate,Research & Development,52,2016,,No,2017,3212,89,1323,3300,15,3,Travel_Rarely,2,3,Life Sciences,1,3,2,4,Single,7,Y,No,2,80,0,6,3,2,2,2,2,2004,2
319,BU2,Male,5,Manager,Research & Development,42,1996,,No,2008,19232,58,532,4933,11,3,Travel_Rarely,4,2,Technical Degree,1,3,3,4,Married,1,Y,No,4,80,0,22,3,3,22,17,11,2008,15
321,BU2,Male,1,Human Resources,Human Resources,59,2016,,No,2017,2267,52,818,25657,17,3,Travel_Rarely,6,2,Medical,1,2,3,3,Married,8,Y,No,4,80,0,7,2,2,2,2,2,2002,2
323,BU2,Female,5,Manager,Sales,50,2011,,No,,19517,68,854,24118,11,3,Travel_Rarely,1,4,Medical,1,4,3,4,Divorced,3,Y,No,3,80,1,32,3,2,7,0,0,,6
325,BU2,Male,1,Associate,Research & Development,33,2013,2017,Yes,,2436,58,813,22149,13,3,Travel_Rarely,14,3,Medical,1,3,3,4,Married,5,Y,Yes,3,80,1,8,2,1,5,4,0,,4
327,BU2,Female,4,Manager,Sales,43,2001,,No,2018,16064,80,1034,7744,22,4,Travel_Rarely,16,3,Marketing,1,4,3,4,Married,5,Y,Yes,3,80,1,22,3,3,17,13,1,1997,9
328,BU2,Female,1,Associate,Research & Development,33,2009,2016,Yes,2018,2707,39,465,21509,20,4,Travel_Rarely,2,2,Life Sciences,1,1,3,1,Married,7,Y,No,1,80,0,13,3,4,9,7,1,1999,7
329,BU2,Male,5,Manager,Sales,52,1985,,No,2004,19068,79,771,21030,18,3,Non-Travel,2,4,Life Sciences,1,1,2,3,Single,1,Y,Yes,4,80,0,33,2,4,33,7,15,2001,12
330,BU2,Female,1,Sales Representative,Sales,32,2014,,No,2018,3931,56,1401,20990,11,3,Travel_Rarely,4,2,Life Sciences,1,3,3,2,Married,2,Y,No,1,80,1,6,5,3,4,3,1,2008,2
331,BU2,Male,1,Associate,Research & Development,32,2015,2015,Yes,2018,3730,62,515,9571,14,3,Travel_Rarely,1,3,Life Sciences,1,4,2,3,Single,0,Y,Yes,4,80,0,4,2,1,3,2,1,2005,2
332,BU2,Female,1,Associate,Research & Development,39,2015,,No,2018,2232,96,1431,15417,14,3,Travel_Rarely,1,4,Medical,1,3,3,3,Divorced,7,Y,No,3,80,3,7,1,3,3,2,1,2005,2
333,BU2,Male,2,Sales Executive,Sales,32,2015,,No,2017,4465,100,976,12069,18,3,Non-Travel,26,4,Marketing,1,3,3,4,Married,0,Y,No,1,80,0,4,2,3,3,2,2,2001,2
334,BU2,Male,2,Data Scientist,Research & Development,41,2017,,No,,3072,36,1411,19877,16,3,Travel_Rarely,19,2,Life Sciences,1,3,3,1,Divorced,2,Y,No,1,80,2,17,2,2,1,0,0,,0
335,BU2,Male,2,Data Scientist,Research & Development,40,2009,,No,2015,3319,62,1300,24447,17,3,Travel_Rarely,24,2,Technical Degree,1,1,3,4,Divorced,1,Y,No,1,80,2,9,3,3,9,8,4,2002,7
336,BU2,Male,5,Manager,Research & Development,45,1994,,No,2018,19202,70,252,15970,11,3,Travel_Rarely,1,3,Other,1,3,4,4,Married,0,Y,No,3,80,1,25,2,3,24,0,1,2008,7
337,BU2,Male,3,Director,Research & Development,31,2016,,No,2017,13675,73,1327,13523,12,3,Travel_Frequently,3,4,Medical,1,2,3,3,Divorced,9,Y,No,1,80,1,9,3,3,2,2,2,2007,2
338,BU2,Female,1,Data Scientist,Research & Development,33,2016,,No,,2911,63,832,14776,13,3,Travel_Rarely,5,4,Life Sciences,1,3,2,4,Married,1,Y,No,3,80,1,2,2,2,2,2,0,,2
339,BU2,Male,2,Associate Director,Research & Development,34,2007,,No,2014,5957,84,470,23687,13,3,Travel_Rarely,2,4,Life Sciences,1,4,2,1,Married,6,Y,No,2,80,1,13,3,3,11,9,5,2006,9
340,BU2,Female,1,Data Scientist,Research & Development,37,2015,,No,,3920,83,1017,18697,14,3,Travel_Rarely,1,2,Medical,1,3,2,1,Married,2,Y,No,1,80,1,17,2,2,3,1,0,,2
341,BU2,Male,2,Associate Director,Research & Development,45,2015,,No,,6434,77,1199,5118,17,3,Travel_Frequently,7,4,Life Sciences,1,1,4,3,Married,4,Y,No,4,80,1,9,1,3,3,2,0,,2
342,BU2,Male,3,Associate Director,Research & Development,37,2017,2018,Yes,,10048,61,504,22573,11,3,Travel_Frequently,10,3,Medical,1,1,3,3,Divorced,6,Y,No,2,80,2,17,5,3,1,0,0,,0
